H,S,V,class
40,13,180,branco
38,16,180,branco
46,19,201,branco
48,16,204,branco
48,16,203,branco
51,9,199,branco
51,9,197,branco
55,8,197,branco
55,8,199,branco
55,8,203,branco
55,7,205,branco
36,7,193,branco
36,7,190,branco
36,7,186,branco
36,7,186,branco
36,7,189,branco
36,6,197,branco
36,6,206,branco
36,6,212,branco
35,7,211,branco
35,7,207,branco
35,8,200,branco
35,8,195,branco
34,11,194,branco
34,10,197,branco
34,10,202,branco
34,10,206,branco
43,9,205,branco
43,9,202,branco
43,9,196,branco
43,9,190,branco
40,12,185,branco
40,13,182,branco
38,16,180,branco
46,19,202,branco
46,19,203,branco
48,16,208,branco
48,16,205,branco
51,9,200,branco
51,9,198,branco
55,8,198,branco
55,8,200,branco
55,8,204,branco
55,7,207,branco
36,7,192,branco
36,7,189,branco
36,7,185,branco
36,7,183,branco
36,7,186,branco
36,7,193,branco
36,6,201,branco
36,6,207,branco
35,7,209,branco
35,7,206,branco
35,8,201,branco
35,8,197,branco
34,10,196,branco
34,10,197,branco
34,10,201,branco
34,10,203,branco
43,9,206,branco
43,9,203,branco
43,9,198,branco
40,12,193,branco
40,12,188,branco
38,15,184,branco
46,19,199,branco
46,19,200,branco
48,16,207,branco
48,16,205,branco
51,9,200,branco
51,9,197,branco
55,8,196,branco
55,8,198,branco
55,8,202,branco
55,8,204,branco
36,7,194,branco
36,7,191,branco
36,7,188,branco
36,7,186,branco
36,7,188,branco
36,7,194,branco
36,6,200,branco
36,6,204,branco
35,7,206,branco
35,8,204,branco
35,8,201,branco
35,8,198,branco
34,10,197,branco
34,10,198,branco
34,10,200,branco
34,10,202,branco
43,9,206,branco
43,9,204,branco
40,11,200,branco
40,12,196,branco
40,12,192,branco
38,15,188,branco
49,24,181,branco
46,20,193,branco
46,20,192,branco
48,17,195,branco
52,15,193,branco
51,9,188,branco
51,10,186,branco
55,8,184,branco
55,8,185,branco
55,8,187,branco
55,8,189,branco
36,6,197,branco
36,6,197,branco
36,7,196,branco
36,7,196,branco
36,6,197,branco
36,6,199,branco
36,6,202,branco
36,6,203,branco
35,8,203,branco
35,8,202,branco
35,8,200,branco
35,8,199,branco
34,10,199,branco
34,10,199,branco
34,10,200,branco
34,10,201,branco
43,9,204,branco
43,9,204,branco
40,11,202,branco
40,12,199,branco
38,14,195,branco
51,22,185,branco
51,23,180,branco
48,18,189,branco
48,18,186,branco
52,15,185,branco
52,15,184,branco
51,10,180,branco
51,10,178,branco
55,9,176,branco
55,9,176,branco
55,9,176,branco
55,9,177,branco
36,6,199,branco
36,6,200,branco
36,6,202,branco
36,6,204,branco
36,6,204,branco
36,6,204,branco
36,6,202,branco
36,6,201,branco
35,8,199,branco
35,8,199,branco
35,8,200,branco
35,8,200,branco
34,10,200,branco
34,10,201,branco
34,10,201,branco
34,10,201,branco
40,11,203,branco
48,13,204,branco
48,13,204,branco
48,13,202,branco
45,15,199,branco
51,22,188,branco
51,23,181,branco
48,18,188,branco
48,18,184,branco
52,15,188,branco
52,15,187,branco
51,10,184,branco
51,10,182,branco
55,9,180,branco
55,9,179,branco
55,9,179,branco
55,9,179,branco
36,6,197,branco
36,6,200,branco
36,6,204,branco
36,6,207,branco
36,6,208,branco
36,6,205,branco
36,6,201,branco
36,6,198,branco
35,8,197,branco
35,8,198,branco
35,8,199,branco
35,8,200,branco
34,10,201,branco
34,10,201,branco
34,10,201,branco
40,11,202,branco
48,13,203,branco
48,13,203,branco
48,13,204,branco
45,15,203,branco
51,23,175,branco
54,20,178,branco
54,20,181,branco
48,18,183,branco
48,18,184,branco
52,15,186,branco
52,15,186,branco
51,10,185,branco
51,10,186,branco
55,8,188,branco
55,8,189,branco
55,8,191,branco
55,8,192,branco
36,7,191,branco
36,7,194,branco
36,6,199,branco
36,6,203,branco
36,6,206,branco
36,6,207,branco
36,6,206,branco
36,6,205,branco
35,8,202,branco
35,8,202,branco
35,8,201,branco
35,8,201,branco
34,10,200,branco
34,10,200,branco
34,10,199,branco
40,11,200,branco
48,13,195,branco
52,14,195,branco
48,17,194,branco
48,17,193,branco
51,23,174,branco
54,20,177,branco
54,20,180,branco
48,18,181,branco
48,18,182,branco
52,15,188,branco
52,15,188,branco
51,10,186,branco
51,10,187,branco
55,8,188,branco
55,8,189,branco
55,8,190,branco
55,8,191,branco
36,7,194,branco
36,7,196,branco
36,6,200,branco
36,6,204,branco
36,6,206,branco
36,6,206,branco
36,6,205,branco
36,6,203,branco
35,8,203,branco
35,8,203,branco
35,8,203,branco
35,8,203,branco
34,10,202,branco
34,10,201,branco
34,10,201,branco
40,11,201,branco
48,13,197,branco
48,17,197,branco
48,17,196,branco
54,20,179,branco
54,20,181,branco
57,15,183,branco
57,15,185,branco
52,15,187,branco
52,15,188,branco
56,11,190,branco
56,11,190,branco
51,9,189,branco
51,9,188,branco
51,9,188,branco
51,9,188,branco
55,8,189,branco
55,8,189,branco
36,7,184,branco
36,7,186,branco
36,7,188,branco
36,7,190,branco
36,7,190,branco
36,7,189,branco
36,7,187,branco
36,7,186,branco
35,8,188,branco
35,8,189,branco
35,8,191,branco
35,8,193,branco
34,10,195,branco
34,10,196,branco
34,10,197,branco
40,12,198,branco
45,16,193,branco
48,17,193,branco
48,17,191,branco
54,19,186,branco
54,19,187,branco
54,19,189,branco
57,15,190,branco
57,15,191,branco
52,15,193,branco
52,14,194,branco
56,11,194,branco
56,11,193,branco
51,9,191,branco
51,9,190,branco
51,9,188,branco
51,10,187,branco
55,8,186,branco
55,8,185,branco
36,7,172,branco
36,7,172,branco
36,7,173,branco
36,7,173,branco
36,7,172,branco
36,8,170,branco
36,8,167,branco
36,8,166,branco
35,9,168,branco
35,9,171,branco
35,9,176,branco
35,8,182,branco
34,11,187,branco
34,11,192,branco
34,10,195,branco
40,12,197,branco
45,16,186,branco
48,18,186,branco
57,15,189,branco
57,15,190,branco
57,15,191,branco
57,15,192,branco
57,15,193,branco
56,11,193,branco
56,11,194,branco
56,10,197,branco
56,10,196,branco
51,9,193,branco
51,9,190,branco
51,10,187,branco
51,10,184,branco
51,10,182,branco
51,10,181,branco
36,7,172,branco
36,7,172,branco
36,7,171,branco
36,8,170,branco
36,8,167,branco
36,8,164,branco
36,8,161,branco
36,8,159,branco
35,9,162,branco
35,9,166,branco
35,9,173,branco
35,8,181,branco
34,11,189,branco
34,11,194,branco
34,10,198,branco
40,11,201,branco
45,16,186,branco
48,18,187,branco
57,14,197,branco
57,14,197,branco
57,14,198,branco
57,14,198,branco
57,14,198,branco
57,14,199,branco
56,10,199,branco
56,10,199,branco
56,10,200,branco
56,10,198,branco
51,9,194,branco
51,9,190,branco
51,10,185,branco
51,10,181,branco
51,10,178,branco
51,10,176,branco
36,7,176,branco
36,7,175,branco
36,7,174,branco
36,7,171,branco
36,8,167,branco
36,8,164,branco
36,8,161,branco
36,8,159,branco
35,9,163,branco
35,9,168,branco
35,9,175,branco
35,8,183,branco
34,11,189,branco
34,11,194,branco
34,10,197,branco
40,12,199,branco
45,16,195,branco
48,17,195,branco
51,23,178,branco
57,14,206,branco
57,14,205,branco
57,14,205,branco
57,14,205,branco
63,12,205,branco
63,12,205,branco
56,10,205,branco
56,10,205,branco
56,10,201,branco
56,10,199,branco
51,9,194,branco
51,9,189,branco
51,10,183,branco
51,10,178,branco
51,10,174,branco
51,10,172,branco
36,7,177,branco
36,7,176,branco
36,7,173,branco
36,8,170,branco
36,8,166,branco
36,8,162,branco
36,8,159,branco
36,8,157,branco
35,10,161,branco
35,9,165,branco
35,9,173,branco
35,8,181,branco
34,11,189,branco
34,11,194,branco
34,10,196,branco
40,12,198,branco
48,16,201,branco
54,20,179,branco
57,14,205,branco
57,14,205,branco
57,14,205,branco
57,14,204,branco
63,13,204,branco
63,13,204,branco
56,10,203,branco
56,10,203,branco
56,10,202,branco
51,9,198,branco
51,9,194,branco
43,9,188,branco
43,10,182,branco
43,10,176,branco
43,10,172,branco
43,11,170,branco
36,7,178,branco
36,7,177,branco
36,7,174,branco
36,8,170,branco
36,8,166,branco
36,8,162,branco
36,8,160,branco
36,8,158,branco
35,10,159,branco
35,9,165,branco
35,9,173,branco
40,12,184,branco
34,11,192,branco
40,12,199,branco
34,10,201,branco
38,14,203,branco
48,17,200,branco
45,16,196,branco
52,14,196,branco
57,13,209,branco
57,13,208,branco
57,14,206,branco
57,14,205,branco
56,10,203,branco
56,10,203,branco
51,9,203,branco
51,9,204,branco
55,8,202,branco
42,6,200,branco
42,6,198,branco
36,7,195,branco
24,7,191,branco
24,7,186,branco
24,7,181,branco
24,7,179,branco
30,3,182,branco
30,3,183,branco
30,3,185,branco
30,3,187,branco
30,3,188,branco
30,3,188,branco
42,7,188,branco
42,7,188,branco
43,9,188,branco
43,9,190,branco
40,12,191,branco
48,13,193,branco
40,12,191,branco
45,16,190,branco
38,15,186,branco
45,16,186,branco
48,13,199,branco
52,14,199,branco
52,13,209,branco
57,13,208,branco
57,14,206,branco
57,14,204,branco
56,10,202,branco
56,10,202,branco
51,9,201,branco
51,9,201,branco
42,6,198,branco
42,6,198,branco
36,6,197,branco
36,7,195,branco
13,9,193,branco
13,9,189,branco
13,10,186,branco
24,7,182,branco
20,4,184,branco
30,3,184,branco
30,3,186,branco
30,3,188,branco
30,3,189,branco
30,3,189,branco
42,7,189,branco
42,7,188,branco
43,9,189,branco
43,9,191,branco
48,13,193,branco
48,13,194,branco
45,16,193,branco
45,16,191,branco
45,16,188,branco
43,19,187,branco
45,16,189,branco
48,13,202,branco
56,10,202,branco
52,13,213,branco
57,13,212,branco
57,13,210,branco
57,14,207,branco
56,10,204,branco
56,10,203,branco
51,9,201,branco
51,9,201,branco
42,6,198,branco
42,6,198,branco
36,6,197,branco
36,7,196,branco
13,9,197,branco
13,9,195,branco
13,9,193,branco
24,7,190,branco
20,4,186,branco
30,3,186,branco
30,3,188,branco
30,3,189,branco
30,3,190,branco
30,3,190,branco
42,7,190,branco
42,7,189,branco
43,9,191,branco
43,9,192,branco
48,13,194,branco
48,13,195,branco
45,16,194,branco
45,16,193,branco
43,19,191,branco
45,16,193,branco
48,13,192,branco
51,9,205,branco
56,10,206,branco
52,13,220,branco
57,13,219,branco
57,13,216,branco
57,13,213,branco
56,10,210,branco
56,10,207,branco
51,9,204,branco
51,9,203,branco
42,6,199,branco
42,6,199,branco
36,6,200,branco
36,6,200,branco
13,9,202,branco
13,9,202,branco
13,9,201,branco
24,6,199,branco
20,4,189,branco
30,3,189,branco
30,3,191,branco
30,3,192,branco
30,3,192,branco
30,3,191,branco
42,7,190,branco
42,7,189,branco
43,9,192,branco
43,9,193,branco
48,13,196,branco
48,13,197,branco
45,16,197,branco
45,16,196,branco
43,18,194,branco
45,16,195,branco
48,13,194,branco
51,9,207,branco
56,10,209,branco
52,13,223,branco
57,13,221,branco
57,13,219,branco
57,13,216,branco
56,10,212,branco
56,10,209,branco
51,9,205,branco
51,9,204,branco
42,6,199,branco
42,6,199,branco
36,6,200,branco
36,6,200,branco
13,9,203,branco
13,9,204,branco
13,9,205,branco
24,6,204,branco
20,4,194,branco
30,3,194,branco
30,3,194,branco
30,3,194,branco
36,7,194,branco
36,7,192,branco
42,7,190,branco
42,7,188,branco
43,9,192,branco
43,9,194,branco
48,13,197,branco
48,13,199,branco
45,15,200,branco
45,15,199,branco
43,20,178,branco
48,13,195,branco
48,13,194,branco
51,9,208,branco
56,10,209,branco
52,13,221,branco
57,13,220,branco
57,13,218,branco
57,13,216,branco
56,10,211,branco
56,10,208,branco
51,9,204,branco
51,9,202,branco
42,6,198,branco
42,6,197,branco
36,6,197,branco
36,6,198,branco
13,9,201,branco
13,9,202,branco
13,9,204,branco
24,6,203,branco
20,4,200,branco
30,3,199,branco
30,3,198,branco
30,3,197,branco
36,7,195,branco
36,7,192,branco
42,7,189,branco
43,9,188,branco
43,9,191,branco
40,12,193,branco
48,13,198,branco
45,15,201,branco
45,15,203,branco
45,15,204,branco
43,22,184,branco
43,20,178,branco
48,13,195,branco
48,13,194,branco
51,9,208,branco
56,10,209,branco
52,13,220,branco
57,13,220,branco
57,13,219,branco
57,13,217,branco
56,10,212,branco
56,10,209,branco
51,9,204,branco
51,9,202,branco
42,6,198,branco
42,6,198,branco
36,6,197,branco
36,6,197,branco
13,9,199,branco
13,9,201,branco
13,9,202,branco
24,6,201,branco
20,4,205,branco
30,3,203,branco
36,6,203,branco
36,6,200,branco
36,7,196,branco
36,7,191,branco
43,9,188,branco
43,10,186,branco
43,9,190,branco
40,12,192,branco
48,13,198,branco
45,15,202,branco
45,15,206,branco
43,17,207,branco
43,19,184,branco
45,17,178,branco
48,13,195,branco
48,13,193,branco
51,9,207,branco
56,10,208,branco
52,13,222,branco
57,13,222,branco
57,13,221,branco
57,13,219,branco
56,9,215,branco
56,10,212,branco
51,9,207,branco
51,9,205,branco
42,6,201,branco
42,6,200,branco
36,6,199,branco
36,6,198,branco
13,9,201,branco
13,9,202,branco
13,9,203,branco
24,6,202,branco
20,4,207,branco
30,2,206,branco
36,6,205,branco
36,6,201,branco
36,7,196,branco
36,7,191,branco
43,10,187,branco
43,10,185,branco
40,12,189,branco
40,12,192,branco
45,15,198,branco
45,15,203,branco
43,17,207,branco
43,22,186,branco
43,19,186,branco
45,16,189,branco
48,13,194,branco
51,9,199,branco
51,9,204,branco
56,10,208,branco
52,14,196,branco
57,14,196,branco
57,14,197,branco
57,14,200,branco
56,10,203,branco
56,10,205,branco
51,9,204,branco
51,9,203,branco
42,6,199,branco
42,7,190,branco
36,7,194,branco
36,7,186,branco
13,9,188,branco
13,9,195,branco
13,10,187,branco
24,7,190,branco
24,6,204,branco
36,6,203,branco
36,6,200,branco
36,6,197,branco
36,7,192,branco
36,7,187,branco
43,10,184,branco
43,10,182,branco
40,13,182,branco
40,13,183,branco
45,17,185,branco
45,16,186,branco
43,19,185,branco
43,22,189,branco
43,19,187,branco
45,16,187,branco
45,16,189,branco
51,9,192,branco
51,9,198,branco
51,9,204,branco
56,10,209,branco
52,14,198,branco
57,14,197,branco
57,14,197,branco
57,14,199,branco
56,10,201,branco
56,10,204,branco
51,9,203,branco
51,9,203,branco
42,6,198,branco
42,7,190,branco
36,6,197,branco
36,7,190,branco
13,9,192,branco
13,9,197,branco
13,10,186,branco
24,7,188,branco
24,6,205,branco
36,6,204,branco
36,6,202,branco
36,6,198,branco
36,7,193,branco
35,8,188,branco
43,10,185,branco
43,10,182,branco
40,13,181,branco
40,13,182,branco
45,17,185,branco
43,19,186,branco
43,21,192,branco
43,19,189,branco
45,16,186,branco
45,16,186,branco
51,9,188,branco
51,9,194,branco
55,8,201,branco
56,10,206,branco
52,14,199,branco
57,14,196,branco
57,14,194,branco
57,14,194,branco
56,10,195,branco
56,10,198,branco
51,9,198,branco
51,9,198,branco
42,7,194,branco
42,7,188,branco
36,6,198,branco
36,7,194,branco
13,9,196,branco
13,9,198,branco
13,10,184,branco
24,7,183,branco
24,7,194,branco
36,7,194,branco
36,7,193,branco
36,7,192,branco
35,8,189,branco
35,8,186,branco
43,10,184,branco
40,13,182,branco
40,13,181,branco
40,13,182,branco
45,17,185,branco
43,19,186,branco
42,23,200,branco
43,18,193,branco
43,19,190,branco
45,16,186,branco
48,14,183,branco
51,10,184,branco
51,9,189,branco
55,8,195,branco
56,10,201,branco
56,10,196,branco
57,15,193,branco
57,15,189,branco
57,15,187,branco
56,11,187,branco
56,11,190,branco
51,9,190,branco
51,9,191,branco
42,7,189,branco
42,7,185,branco
36,6,198,branco
36,7,196,branco
13,9,198,branco
13,9,198,branco
13,10,181,branco
24,7,178,branco
24,7,175,branco
36,7,177,branco
36,7,179,branco
36,7,182,branco
35,8,183,branco
35,8,183,branco
40,13,183,branco
40,13,183,branco
40,13,182,branco
38,15,183,branco
43,19,186,branco
42,23,202,branco
43,18,197,branco
43,18,194,branco
45,16,190,branco
48,14,187,branco
51,10,186,branco
51,9,189,branco
55,8,193,branco
56,10,197,branco
56,10,197,branco
57,15,193,branco
57,15,188,branco
57,15,185,branco
56,11,184,branco
56,11,187,branco
51,9,188,branco
51,9,188,branco
42,7,188,branco
42,7,186,branco
36,6,200,branco
36,6,200,branco
13,9,202,branco
13,9,202,branco
13,10,183,branco
24,7,179,branco
25,9,170,branco
35,9,172,branco
35,9,177,branco
35,8,181,branco
35,8,184,branco
35,8,185,branco
40,12,186,branco
40,12,185,branco
38,15,185,branco
38,15,186,branco
43,19,189,branco
42,24,188,branco
43,21,192,branco
43,18,204,branco
45,15,202,branco
48,13,199,branco
48,13,196,branco
51,9,194,branco
51,9,194,branco
55,8,194,branco
56,10,196,branco
56,10,200,branco
57,14,197,branco
57,15,191,branco
57,15,188,branco
56,11,188,branco
56,11,189,branco
51,9,190,branco
51,9,190,branco
42,7,191,branco
42,7,190,branco
36,6,205,branco
36,6,205,branco
13,9,208,branco
13,9,208,branco
13,9,190,branco
24,7,187,branco
25,9,178,branco
35,8,181,branco
35,8,185,branco
35,8,189,branco
35,8,191,branco
35,8,191,branco
40,12,191,branco
40,12,189,branco
38,15,189,branco
38,15,190,branco
41,30,177,branco
42,25,183,branco
43,22,188,branco
43,17,207,branco
45,15,207,branco
48,12,206,branco
48,12,205,branco
51,9,201,branco
51,9,198,branco
55,8,194,branco
56,11,193,branco
56,10,200,branco
57,14,198,branco
57,15,193,branco
57,15,191,branco
56,11,190,branco
56,11,192,branco
51,9,191,branco
51,9,191,branco
42,7,194,branco
42,7,192,branco
36,6,206,branco
36,6,206,branco
13,9,210,branco
13,8,212,branco
13,9,196,branco
24,7,194,branco
25,8,182,branco
35,8,185,branco
35,8,189,branco
35,8,194,branco
35,8,196,branco
35,8,195,branco
40,12,195,branco
40,12,193,branco
38,14,194,branco
38,14,194,branco
42,26,178,branco
43,22,187,branco
43,18,193,branco
45,15,206,branco
45,15,208,branco
48,12,209,branco
48,12,208,branco
51,9,204,branco
51,9,198,branco
55,8,193,branco
55,8,189,branco
56,10,198,branco
52,14,196,branco
52,15,192,branco
52,15,190,branco
56,11,190,branco
51,9,190,branco
51,9,190,branco
43,9,189,branco
43,9,195,branco
43,9,192,branco
36,6,205,branco
25,8,204,branco
24,6,207,branco
19,10,212,branco
13,9,198,branco
19,10,198,branco
25,9,176,branco
35,9,180,branco
35,8,186,branco
35,8,192,branco
35,8,195,branco
40,12,197,branco
40,12,197,branco
38,14,196,branco
38,14,197,branco
42,26,180,branco
42,25,184,branco
43,22,188,branco
43,19,190,branco
45,16,188,branco
48,14,188,branco
51,9,188,branco
51,9,190,branco
55,8,192,branco
55,8,193,branco
66,7,194,branco
55,8,196,branco
51,9,205,branco
48,12,208,branco
48,12,208,branco
48,13,204,branco
48,13,199,branco
40,12,194,branco
40,12,195,branco
34,10,196,branco
34,10,200,branco
34,10,202,branco
25,7,205,branco
30,10,205,branco
25,8,202,branco
30,10,200,branco
19,10,200,branco
19,10,200,branco
25,8,188,branco
25,8,191,branco
35,8,196,branco
35,8,200,branco
40,11,202,branco
40,11,201,branco
38,14,198,branco
43,18,198,branco
43,18,193,branco
41,31,175,branco
42,26,177,branco
43,23,180,branco
43,20,181,branco
43,20,182,branco
45,16,190,branco
48,13,189,branco
51,10,187,branco
51,9,188,branco
55,8,190,branco
55,8,191,branco
66,7,193,branco
55,8,196,branco
51,9,203,branco
48,12,206,branco
40,11,207,branco
40,11,204,branco
40,12,198,branco
40,12,194,branco
34,11,192,branco
34,11,194,branco
34,10,201,branco
34,10,202,branco
30,10,203,branco
30,10,202,branco
30,10,199,branco
30,10,197,branco
21,13,199,branco
21,13,200,branco
25,8,189,branco
25,8,192,branco
35,8,196,branco
34,10,199,branco
40,11,201,branco
38,14,200,branco
43,18,199,branco
43,18,198,branco
46,22,195,branco
42,25,182,branco
43,22,186,branco
43,22,188,branco
43,19,188,branco
43,19,187,branco
45,16,186,branco
48,14,184,branco
51,10,182,branco
51,10,182,branco
55,8,185,branco
55,8,189,branco
55,8,194,branco
55,8,198,branco
51,9,202,branco
48,12,206,branco
40,11,208,branco
40,11,207,branco
40,11,201,branco
40,12,196,branco
34,11,193,branco
34,11,193,branco
34,10,202,branco
34,10,202,branco
30,10,201,branco
30,10,198,branco
30,10,195,branco
30,11,194,branco
21,13,198,branco
21,13,199,branco
25,8,190,branco
25,8,192,branco
34,10,196,branco
34,10,199,branco
40,11,201,branco
38,14,200,branco
43,18,199,branco
43,18,199,branco
42,25,184,branco
42,24,192,branco
43,21,197,branco
43,20,200,branco
43,18,199,branco
43,18,199,branco
45,17,179,branco
45,17,177,branco
48,14,176,branco
51,10,176,branco
55,9,180,branco
55,8,187,branco
55,8,195,branco
51,9,200,branco
48,13,202,branco
48,12,207,branco
40,11,211,branco
40,11,210,branco
40,11,205,branco
40,12,199,branco
34,10,195,branco
34,10,195,branco
34,10,203,branco
34,10,202,branco
30,10,199,branco
30,11,194,branco
30,11,191,branco
30,11,191,branco
21,13,196,branco
21,13,199,branco
25,8,191,branco
25,8,193,branco
34,10,196,branco
34,10,198,branco
38,14,200,branco
38,14,199,branco
43,18,200,branco
43,20,200,branco
43,22,186,branco
43,21,192,branco
43,21,197,branco
43,21,199,branco
43,18,198,branco
43,18,197,branco
45,17,181,branco
45,17,179,branco
48,14,178,branco
48,14,178,branco
51,10,181,branco
51,10,187,branco
51,9,194,branco
51,9,198,branco
48,13,198,branco
45,15,203,branco
38,13,209,branco
38,13,210,branco
38,14,205,branco
38,14,200,branco
35,14,197,branco
35,14,196,branco
35,14,206,branco
35,14,203,branco
30,13,198,branco
30,13,192,branco
30,13,189,branco
30,13,189,branco
23,16,194,branco
23,15,198,branco
30,11,192,branco
30,11,194,branco
34,10,196,branco
34,10,198,branco
38,14,199,branco
38,14,199,branco
43,18,199,branco
43,22,189,branco
43,21,192,branco
43,21,194,branco
43,21,194,branco
43,21,194,branco
43,18,193,branco
43,19,192,branco
45,16,191,branco
45,16,191,branco
48,13,189,branco
48,14,188,branco
51,10,187,branco
51,9,190,branco
51,9,192,branco
48,13,193,branco
45,16,191,branco
45,16,197,branco
38,14,202,branco
38,14,204,branco
38,14,201,branco
38,14,197,branco
35,14,195,branco
35,14,195,branco
35,14,207,branco
35,14,204,branco
30,13,198,branco
30,13,192,branco
30,14,188,branco
30,14,188,branco
23,16,193,branco
23,16,197,branco
30,11,193,branco
30,11,194,branco
34,10,196,branco
35,14,198,branco
38,14,199,branco
39,18,199,branco
43,20,200,branco
43,20,200,branco
43,18,198,branco
43,18,197,branco
43,18,195,branco
43,18,193,branco
43,18,193,branco
45,16,193,branco
45,16,193,branco
45,16,197,branco
45,15,198,branco
45,15,198,branco
45,16,197,branco
48,13,195,branco
48,13,194,branco
48,13,191,branco
48,13,189,branco
45,16,186,branco
45,16,192,branco
38,14,198,branco
38,14,200,branco
38,14,198,branco
38,14,196,branco
35,14,195,branco
35,14,196,branco
35,14,207,branco
35,14,205,branco
30,13,199,branco
30,13,193,branco
30,14,188,branco
30,14,187,branco
23,16,192,branco
23,16,195,branco
30,13,194,branco
30,13,195,branco
35,14,197,branco
35,14,198,branco
38,14,199,branco
39,18,199,branco
43,20,201,branco
43,18,198,branco
43,18,195,branco
43,19,192,branco
43,19,191,branco
43,19,192,branco
45,16,194,branco
45,16,196,branco
45,16,196,branco
45,15,199,branco
45,15,200,branco
45,15,200,branco
48,13,198,branco
48,13,195,branco
48,13,191,branco
45,16,187,branco
45,17,185,branco
45,16,191,branco
38,14,196,branco
38,14,199,branco
38,14,198,branco
38,14,197,branco
35,14,197,branco
35,14,199,branco
35,14,207,branco
35,14,205,branco
30,13,199,branco
30,13,193,branco
30,13,189,branco
30,14,187,branco
23,16,192,branco
23,16,194,branco
30,13,194,branco
30,13,195,branco
35,14,198,branco
35,17,199,branco
39,18,200,branco
38,19,199,branco
42,25,186,branco
43,21,197,branco
43,19,192,branco
43,19,186,branco
43,20,181,branco
45,17,177,branco
45,17,177,branco
45,17,177,branco
45,17,178,branco
45,16,191,branco
45,16,195,branco
45,15,201,branco
45,15,205,branco
45,15,203,branco
45,16,196,branco
45,16,188,branco
45,17,182,branco
45,16,187,branco
43,19,190,branco
39,18,194,branco
39,18,197,branco
39,18,199,branco
39,18,202,branco
35,16,204,branco
35,16,206,branco
35,16,208,branco
35,16,206,branco
30,15,200,branco
30,16,194,branco
30,16,189,branco
30,16,187,branco
26,19,190,branco
26,19,192,branco
30,16,194,branco
30,16,195,branco
35,17,196,branco
35,17,195,branco
39,18,194,branco
45,17,177,branco
45,17,178,branco
45,16,194,branco
45,16,197,branco
45,15,202,branco
45,15,204,branco
45,15,202,branco
45,16,196,branco
45,16,189,branco
45,17,184,branco
43,19,189,branco
43,19,191,branco
39,18,193,branco
39,18,196,branco
39,18,198,branco
39,18,201,branco
35,16,203,branco
35,16,205,branco
35,16,209,branco
35,16,206,branco
30,15,200,branco
30,16,194,branco
30,16,189,branco
30,16,187,branco
26,19,189,branco
26,19,190,branco
30,16,195,branco
30,16,195,branco
35,17,196,branco
34,18,194,branco
38,20,193,branco
39,18,195,branco
39,18,196,branco
39,18,199,branco
39,18,203,branco
35,16,205,branco
35,16,207,branco
35,16,209,branco
35,16,206,branco
30,15,200,branco
30,16,195,branco
30,16,191,branco
30,16,188,branco
26,19,189,branco
26,19,188,branco
32,18,197,branco
32,18,196,branco
34,18,195,branco
34,18,193,branco
26,19,189,branco
26,19,187,branco
32,18,198,branco
32,18,197,branco
34,18,195,branco
35,22,194,branco
39,45,176,branco
39,46,171,branco
39,47,168,branco
39,39,191,branco
39,38,193,branco
39,36,205,branco
39,39,202,branco
39,37,198,branco
39,38,194,branco
39,39,191,branco
39,39,189,branco
40,37,184,branco
40,37,187,branco
40,36,190,branco
40,36,193,branco
40,35,196,branco
40,35,197,branco
40,33,208,branco
39,36,206,branco
40,34,203,branco
40,35,199,branco
40,35,197,branco
40,35,195,branco
40,32,190,branco
40,32,192,branco
40,31,200,branco
40,29,200,branco
40,29,200,branco
40,29,200,branco
40,29,201,branco
40,29,202,branco
40,29,202,branco
40,30,203,branco
40,29,210,branco
40,33,210,branco
40,30,206,branco
40,30,204,branco
40,30,202,branco
40,30,201,branco
40,30,201,branco
40,31,190,branco
40,30,194,branco
40,30,198,branco
40,29,202,branco
40,28,206,branco
40,28,207,branco
40,27,215,branco
41,25,215,branco
41,25,214,branco
41,25,214,branco
41,25,213,branco
41,25,212,branco
41,25,212,branco
41,25,212,branco
40,27,215,branco
40,29,214,branco
40,28,213,branco
40,28,211,branco
40,28,211,branco
40,28,210,branco
40,28,211,branco
46,31,180,branco
41,29,183,branco
41,29,185,branco
41,28,188,branco
41,28,192,branco
41,27,197,branco
41,27,200,branco
41,26,203,branco
41,26,205,branco
41,26,210,branco
41,26,210,branco
42,22,210,branco
42,22,210,branco
42,22,210,branco
42,22,210,branco
42,22,210,branco
41,25,211,branco
40,28,212,branco
40,28,212,branco
40,28,211,branco
40,28,210,branco
40,28,209,branco
40,28,210,branco
40,28,210,branco
40,28,210,branco
48,24,211,branco
42,22,206,branco
42,22,207,branco
42,22,210,branco
42,22,212,branco
42,21,215,branco
42,21,216,branco
42,21,217,branco
42,21,218,branco
42,21,219,branco
42,21,218,branco
42,21,216,branco
42,21,214,branco
41,25,213,branco
41,25,211,branco
41,25,211,branco
41,25,211,branco
40,30,197,branco
40,30,196,branco
40,30,194,branco
40,31,191,branco
40,31,188,branco
40,32,184,branco
40,34,181,branco
40,34,179,branco
48,24,209,branco
44,23,207,branco
42,22,210,branco
42,22,211,branco
42,22,213,branco
41,25,216,branco
42,21,217,branco
41,24,219,branco
42,21,218,branco
41,24,220,branco
41,25,218,branco
41,25,217,branco
41,25,214,branco
41,25,212,branco
41,26,210,branco
40,28,208,branco
40,28,207,branco
40,28,207,branco
40,29,200,branco
40,31,199,branco
40,31,197,branco
40,32,194,branco
